"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1830031366043607136","Sat Aug 31 23:54:12 +0000 2024","0","Klo prbw diundang podcast pandji cb tanyain beliau tau fufufafa ngga","1830031366043607136","","","in","Indonesia","0","0","0","https://x.com/everynay6/status/1830031366043607136","981837958876573697","everynay6"
"1829898579793637581","Sat Aug 31 23:53:25 +0000 2024","3","@liaasister Melas sama presiden terpilih untuk menitipkan si @Fufufafa supaya jangan di apa apain atas segala dosa yang di perbuat dan dosa dosa yang diperbuat oleh orang tuanya","1830031167275614606","","liaasister","in","","0","0","1","https://x.com/AmirKha54239293/status/1830031167275614606","1352841977654431744","AmirKha54239293"
"1829893735053758602","Sat Aug 31 23:53:02 +0000 2024","0","@detikcom Pak @prabowo anda dapet salam dan nilai bagus dari fufufafa","1830031073381925017","","detikcom","in","","0","0","0","https://x.com/surya_izrul/status/1830031073381925017","1637939601238282241","surya_izrul"
"1829742956829688306","Sat Aug 31 23:52:53 +0000 2024","1","@AndrewsTjan Jadi Hoax bukan kalau fufufafa itu gibran cuy? gak usah muter² jawab dl yang ini https://t.co/2zMmPFJh6G","1830031035289256100","https://pbs.twimg.com/media/GWWThzYWgAAzJFG.jpg","AndrewsTjan","in","ÜT: -6.196533,106.725887","0","0","1","https://x.com/daindra/status/1830031035289256100","82622135","daindra"
"1829308092565340526","Sat Aug 31 23:50:43 +0000 2024","0","@xdkailash @timpenguinnas @ARSIPAJA @prabowo Nilai 11/10 cuma nyerang performa tapi bacotan fufufafa ini menyerang personal ","1830030489325093295","","xdkailash","in","","0","0","0","https://x.com/ZjdkdjA/status/1830030489325093295","1345341797699002370","ZjdkdjA"
"1829499021217436023","Sat Aug 31 23:50:31 +0000 2024","0","@Jayabay19479190 Kasian mending mundur aja lo...","1830030436984373575","","Jayabay19479190","in","","0","0","0","https://x.com/TPikiran52318/status/1830030436984373575","1827233885857722368","TPikiran52318"
"1830030295133012295","Sat Aug 31 23:49:57 +0000 2024","1","Berarti benar fufufafa milik Gibran.. ","1830030295133012295","","","in","","0","1","0","https://x.com/CVNKJL/status/1830030295133012295","1303591300290080768","CVNKJL"
"1829867240239575221","Sat Aug 31 23:49:43 +0000 2024","2","@fortisfortuna_9 @kafiradikalis @prabowo lu fufufafa ya?","1830030237884932550","","fortisfortuna_9","in","","0","0","1","https://x.com/umbisingkong/status/1830030237884932550","1770803532230258688","umbisingkong"
"1830029915967906188","Sat Aug 31 23:48:26 +0000 2024","0","Malam Minggu Kaka Boss Fufufafa EH KOCAK Pertalite PAHAM LU #MimpiIndah #RIIZINGDAYinJakarta https://t.co/9jZCZAgLhU","1830029915967906188","https://pbs.twimg.com/media/GWWSgQGbQAMH4xL.jpg","","in","","0","0","0","https://x.com/MHTGLLL125/status/1830029915967906188","1820569524577714176","MHTGLLL125"
"1829431726701228452","Sat Aug 31 23:47:30 +0000 2024","2","@Didikjzie @asboediono_id @Uki23 @prabowo @Gerindra Blom lagi si #fufufafa","1830029677601439987","","Didikjzie","in","","0","0","0","https://x.com/Andi_Rubby/status/1830029677601439987","1604113772963979265","Andi_Rubby"
"1829874466798911817","Sat Aug 31 23:46:33 +0000 2024","82","@liaasister Fufufafa itu sejenis anaknya tokek ya.. Berarti bapaknya sejenis biawak","1830029441566982386","","liaasister","in","","1","6","3","https://x.com/AmirKha54239293/status/1830029441566982386","1352841977654431744","AmirKha54239293"
"1235163582414782464","Sat Aug 31 23:45:36 +0000 2024","0","@bintangemon Mon..fufufafa dong mon...","1830029201724096556","","bintangemon","in","","0","0","0","https://x.com/JeDhani38043/status/1830029201724096556","1689406571661692928","JeDhani38043"
"1829928776995914131","Sat Aug 31 23:45:07 +0000 2024","2","@GeiszChalifah Kek nya bagus ini bikin tagar #fufufafa","1830029078688313500","","GeiszChalifah","in","","0","0","0","https://x.com/Andi_Rubby/status/1830029078688313500","1604113772963979265","Andi_Rubby"
"1830029074875773128","Sat Aug 31 23:45:06 +0000 2024","1","Anak Sekecil Itu Berkelahi Dengan Jejak Digital Fufufafa","1830029074875773128","","","in","","0","0","0","https://x.com/EsTeh__28/status/1830029074875773128","1483011583152640000","EsTeh__28"
"1830028994122764650","Sat Aug 31 23:44:47 +0000 2024","48","Ada kesamaan antara si Chili pari milik si Raka Gnarly ini dgn akun Kaskus nya Fufufafa milik ya @rkgbrn . Sama 02 menggunakan diksi: Panasbung. https://t.co/knRelhOcUl","1830028994122764650","https://pbs.twimg.com/amplify_video_thumb/1830028768012091392/img/hdY-cOzPpV73b9We.jpg","","in","","2","2","15","https://x.com/CVNKJL/status/1830028994122764650","1303591300290080768","CVNKJL"
"1830027734510420244","Sat Aug 31 23:43:35 +0000 2024","1","@DokterTifa @prabowo Liriknya terlalu vulgar dok bahasanya Apa bedanya dg fufufafa Kalau ditiru anak kecil lirik Kon**l ga mendidik juga","1830028692678197369","","DokterTifa","in","","0","0","0","https://x.com/partaigerilya/status/1830028692678197369","1596284629086265344","partaigerilya"
"1829682463418814636","Sat Aug 31 23:43:12 +0000 2024","0","@benaradil Jejak digital se indonesia raya mengulik ini fufufafa","1830028595844300890","","benaradil","in","","0","0","0","https://x.com/NaniBudi261226/status/1830028595844300890","1730557404134424576","NaniBudi261226"
"1829198579132715195","Sat Aug 31 23:42:03 +0000 2024","0","@adarwis Bang...fufufafa bang...","1830028308391821683","","adarwis","in","","0","0","0","https://x.com/JeDhani38043/status/1830028308391821683","1689406571661692928","JeDhani38043"
"1829725843599606018","Sat Aug 31 23:41:56 +0000 2024","0","@ainunnajib bisa jadi fufufafa itu kaesang","1830028277962150301","","ainunnajib","in","only on my space ","0","0","0","https://x.com/tarooomess_/status/1830028277962150301","1325598464147779584","tarooomess_"
"1829749751925080564","Sat Aug 31 23:41:50 +0000 2024","0","@Rexthatch Nah.... kalo sdh gini gmn dong...? Cari vendor jahitan yang amanah dunia akherat...? Cek bio ane ya sobs...🇮🇩 Gibran rakabuming raka wakil presiden timnas day elkan bagot fufufafa","1830028253970776192","","Rexthatch","in","Bandung, Indonesia","0","0","0","https://x.com/etambisa/status/1830028253970776192","65331809","etambisa"
"1829755752631927204","Sat Aug 31 23:40:21 +0000 2024","2","@airizhouu Fufufafa di kaskus udah jelas dia. Fufufafa di platform lain belum tentu. Dulu sempat juga kepikiran mau bikin nama fufufafa","1830027880765800546","","airizhouu","in","Balikpapan","0","0","0","https://x.com/MRifaiTamam/status/1830027880765800546","90502225","MRifaiTamam"
"1830027621692031086","Sat Aug 31 23:39:19 +0000 2024","1","Fufufafa trending yg porno-porno tentu ikutan trending","1830027621692031086","","","in","Surakarta, Jawa Tengah","0","0","0","https://x.com/ocehangadismuda/status/1830027621692031086","1690349472658911232","ocehangadismuda"
"1830027616285573178","Sat Aug 31 23:39:18 +0000 2024","0","selamat pagi fufufafa","1830027616285573178","","","in","","0","0","0","https://x.com/huusssnnnniiiii/status/1830027616285573178","1749782729963737088","huusssnnnniiiii"
"1829755752631927204","Sat Aug 31 23:39:12 +0000 2024","0","@airizhouu Ada apa dgn fufufafa ini emg klo beneran gibran kenapa? Kok kyk heboh sekali","1830027588590551125","","airizhouu","in","","0","3","0","https://x.com/Almigtyhm/status/1830027588590551125","1106149016360767488","Almigtyhm"
"1829923782515179826","Sat Aug 31 23:38:59 +0000 2024","0","@BoyElectric Fufufafa sang narkoboy","1830027538015666471","","BoyElectric","in","SURABAYA","0","0","0","https://x.com/FredArizona/status/1830027538015666471","113276008","FredArizona"
"1830027419354611824","Sat Aug 31 23:38:31 +0000 2024","0","Coba lah persoalan fufufafa/raka gnarly ini di-up di ig/tik tok/sosmed lain yg sekiranya wowo bakal notice. Kalo perlu bikin format share an wa grupnya.","1830027419354611824","","","in","","0","0","0","https://x.com/kokokribow/status/1830027419354611824","207902664","kokokribow"
"1830027378443370904","Sat Aug 31 23:38:21 +0000 2024","18","Selamat Pagi FufuFafa https://t.co/UfCO3QHgch","1830027378443370904","https://pbs.twimg.com/media/GWWQMcjbAAA9hnH.jpg","","in","Corleone, Sicilia","0","5","7","https://x.com/_doncorleone78/status/1830027378443370904","1291315464879001600","_doncorleone78"
"1829893735053758602","Sat Aug 31 23:36:45 +0000 2024","0","@selaluintrovert @PasTIGAma2024 @detikcom TUHAN TELAH MENETAPKAN FUFUFAFA SEBAGAI PEMENANG CAWAPRES 2024 APAKAH MENCERMINKAN FUFUFAFA.","1830026971939815588","","selaluintrovert","in","Amukti Palapa","0","1","0","https://x.com/MPrimbon/status/1830026971939815588","1521559637572550656","MPrimbon"
"1830026966516515100","Sat Aug 31 23:36:43 +0000 2024","2","Cuy prabowo aja udah bisa ngambil wakil si fufufafa aka raka gnarly bin MULYONO yg udah jelas2 ngata2in dia tentara pecatan ga berb1ji anaknya h0mo dll dan lu masih ngirim menfess pake narasi so 2017ish kek gini? Wkwkkw Sekarang paham kan kenapa mantan gub RESIDIVIS lo itu ga","1830026966516515100","","","in","","0","0","1","https://x.com/DennySeggssegar/status/1830026966516515100","1492848282355515395","DennySeggssegar"
"1829893735053758602","Sat Aug 31 23:36:03 +0000 2024","0","@detikcom Fufufafa lebih2 ... Gimana gtu","1830026799520305189","","detikcom","in","","0","0","0","https://x.com/suluh_yw/status/1830026799520305189","2547764601","suluh_yw"
"1830026719820165223","Sat Aug 31 23:35:44 +0000 2024","0","Terlepas dari kebingungan gua tp emang seru sih ngikutin keseruan Kaskus fufufafa ini wkwk","1830026719820165223","","","in","","0","0","0","https://x.com/isurvivedwohoo/status/1830026719820165223","1001252762804371456","isurvivedwohoo"
"1830026529327497540","Sat Aug 31 23:34:59 +0000 2024","0","PDIP sdh dilepeh n dipunggungi penguasa namun masih tetap menampakkan sisi angkuhnya n ketdkpeduliannya dgn mengusung Cagub DKI yg BUKAN warga Jkt paling inginkan. Silakan menetapi kekeraskepalaanmu PDIP. Rakyat akan menandai n slalu mengingatnya... [Pertalite Fufufafa Ormas]","1830026529327497540","","","in","","0","0","0","https://x.com/kelapamuda80/status/1830026529327497540","1539259050084298753","kelapamuda80"
"1829602387943964741","Sat Aug 31 23:34:44 +0000 2024","0","@KompasTV Lebih bahaya tuh orang disamping anda hinaannya gila bilang homo dsb ..biadab....fufufafa","1830026466354139478","","KompasTV","in","","0","0","0","https://x.com/ayahnyaalifa/status/1830026466354139478","834338633867931649","ayahnyaalifa"
"1830026151701725334","Sat Aug 31 23:33:29 +0000 2024","13","Pembngunan IKN Nusantara bukan semata² memindahkan fisik ibu kota kantor² pemerintahan namun membangun lokomotif baru untuk transformasi Indonesia yang berbasis inovasi dan berbasis teknologi dan green economy. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/0kgtDuSfSO","1830026151701725334","https://pbs.twimg.com/media/GWWPFIIbQAEjguS.jpg","","in","DKI Jakarta, Indonesia","2","4","10","https://x.com/rasa2086/status/1830026151701725334","1290494259791933443","rasa2086"
"1830025588834435204","Sat Aug 31 23:31:15 +0000 2024","0","Malam Minggu #ARSBHA Fufufafa EH KOCAK Tidur #SekaliLagi Purwokerto #MimpiIndah #RIIZINGDAYinJakarta Haaland https://t.co/QqfwU4ZmrY","1830025588834435204","https://pbs.twimg.com/media/GWWOYeHaYAAfOPd.jpg","","in","","0","0","0","https://x.com/PASAL4DD/status/1830025588834435204","1820568088091447296","PASAL4DD"
"1830025548187439238","Sat Aug 31 23:31:05 +0000 2024","2","Ini perasaan saya aja tapi nama pengguna fufufafa itu cukup umum dan random sehingga kalau memang merujuk satu orang di berbagai platform itu kemungkinannya kecil.","1830025548187439238","","","in","Ibu kota ","0","1","3","https://x.com/rmdn_hani/status/1830025548187439238","107827019","rmdn_hani"
"1829863045147066659","Sat Aug 31 23:29:38 +0000 2024","0","@Gerindra Min Majikan kamu di hina bocil Fufufafa","1830025181223624935","","Gerindra","in","isisrahell ","0","0","0","https://x.com/TerminalThor/status/1830025181223624935","862455070591393792","TerminalThor"
"1830025069114114132","Sat Aug 31 23:29:11 +0000 2024","13","Pembangunan Ibu Kota Negara (IKN) Nusantara merupakan upaya pemerintah untuk mengusung pembangunan ekonomi yang inklusif dengan menyebarluaskan magnet pertumbuhan ekonomi baru. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/WYCPTBv2nz","1830025069114114132","https://pbs.twimg.com/media/GWWOGKNbIAAhv3_.jpg","","in","DKI Jakarta, Indonesia","3","3","10","https://x.com/rasa2086/status/1830025069114114132","1290494259791933443","rasa2086"
"1830024931322839464","Sat Aug 31 23:28:38 +0000 2024","19","Jangan pernah abai.... Bahwa satu kebaikanmu bahkan 1 kejahatanmu akan terus diingat oleh orang yang merasakannya sepanjang hidupnya ---- Pertalite Fufufafa Jepang Ahok #NasehatDiri https://t.co/onXfgbFRrp","1830024931322839464","https://pbs.twimg.com/ext_tw_video_thumb/1830024897361244160/pu/img/cURwcw3g5v1DKT8S.jpg","","in","","0","2","7","https://x.com/_riverheaven/status/1830024931322839464","975389335775199232","_riverheaven"
"1829903482947854642","Sat Aug 31 23:28:30 +0000 2024","0","@meongosaurus selamat pagi fufufafa","1830024897277653356","","meongosaurus","in","","0","0","0","https://x.com/huusssnnnniiiii/status/1830024897277653356","1749782729963737088","huusssnnnniiiii"
"1829682463418814636","Sat Aug 31 23:28:21 +0000 2024","0","@benaradil Come on om @prabowo tanganku udah getel nih pengen ikut nempeleng @gibran_tweet biar tambah miring tuh kepalanya... salam fufufafa dari pantai indah koplo...","1830024858849460566","","benaradil","in","Home Gardens, CA","0","0","0","https://x.com/greydeka/status/1830024858849460566","103222874","greydeka"
"1830024652154159170","Sat Aug 31 23:27:31 +0000 2024","9","Menhub Budi Karya Sumadi mengatakan bahwa Bandara IKN Nusantara tidak hanya akan melayani tamu penting atau very very important person (VVIP) tetapi jg masyarakat umum dan dpt didarati oleh pesawat berbadan besar. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/LsoLhjlAiA","1830024652154159170","https://pbs.twimg.com/media/GWWNuHOaoAAWMHL.jpg","","in","Jawa Timur, Indonesia","3","2","8","https://x.com/Hansunriko/status/1830024652154159170","1349266626844061696","Hansunriko"
"1830024568960131270","Sat Aug 31 23:27:12 +0000 2024","9","Pemindahan pusat pemerintahan ke IKN di Kalimantan Timur tak hanya memindahkan lokasi dan perangkatnya melainkan menjadi simbol lompatan untuk transformasi bangsa Indonesa menjadi lebih maju. __ Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/oZ10bV5KVd","1830024568960131270","https://pbs.twimg.com/media/GWWNpR7XsAUVzKG.jpg","","in","Jawa Timur, Indonesia","2","3","8","https://x.com/Hansunriko/status/1830024568960131270","1349266626844061696","Hansunriko"
"1830023623861813706","Sat Aug 31 23:23:26 +0000 2024","0","Fufufafa tai wkwkwkk menggambarkan kepribadian dia bgt emang","1830023623861813706","","","in","","0","0","0","https://x.com/syamurai__/status/1830023623861813706","1322038696376377344","syamurai__"
"1830023578068357536","Sat Aug 31 23:23:15 +0000 2024","0","Kira² Fufufafa lek ketemu pak Wowo malu ga ya?","1830023578068357536","","","in","","0","0","0","https://x.com/halaouw/status/1830023578068357536","1724953966109405184","halaouw"
"1830023561622462735","Sat Aug 31 23:23:11 +0000 2024","7980","Premis 1: Fufufafa (p) → mengklaim dia Raka Gnarly (q) Premis 2: Raka Gnarly (q) → lumayan terbukti itu Gibran (r) Maka dapat ditulis p → q q → r _______ p → r Kesimpulan Fufufafa terbukti itu Gibran","1830023561622462735","","","in","Soshum Exo Anime enthu","463","205","978","https://x.com/erenunair/status/1830023561622462735","1291620976182980609","erenunair"
"1830021707257823402","Sat Aug 31 23:22:43 +0000 2024","0","@tvOneNews 2 badut berhala semalem saling menjilat ada ramalan sampai perklenikan juga...2030 indonesia bubar... salam fufufafa dari pantai indah koplo...","1830023441157931415","","tvOneNews","in","Home Gardens, CA","0","0","0","https://x.com/greydeka/status/1830023441157931415","103222874","greydeka"
"1829922016859996613","Sat Aug 31 23:22:28 +0000 2024","22","@psi_id Ketum instan @kaesangp anak @jokowi kok ngumpet adiknya @gibran_tweet itu dapat salam #fufufafa pak @prabowo gass https://t.co/c7dcUNb9BD","1830023378276872441","https://pbs.twimg.com/media/GWWMkBBXYAIC6HD.jpg","psi_id","in","","0","5","7","https://x.com/SaveJancuk/status/1830023378276872441","1260714132111687680","SaveJancuk"
"1830022078806024683","Sat Aug 31 23:17:18 +0000 2024","11","IKN Sbg ibu kota tentu disesuaikan dg climate change / perubahan iklim semua sarana prasarana yg dibangun didalamnya tlh disesuaikan dg kebutuhannya dalam mencegah kemungkinan saat proses perubahan iklim terjadi. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/xA39OgibzW","1830022078806024683","https://pbs.twimg.com/media/GWWLYfYbQAA4k7K.jpg","","in","","0","3","11","https://x.com/_seoulrabaya/status/1830022078806024683","1447016135623278593","_seoulrabaya"
"1830022056018346239","Sat Aug 31 23:17:12 +0000 2024","13","Agar bandara itu lebih maksimal pada jumlah pergerakannya dan untuk menambah jumlah pergerakan itu tidak terbatas untuk kepentingan VVIP daja. Masyarakat umum pun bisa merasakan Bandara IKN. Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/emc6SZsqtV","1830022056018346239","https://pbs.twimg.com/media/GWWLXJvW4AECZyZ.jpg","","in","","2","3","10","https://x.com/_seoulrabaya/status/1830022056018346239","1447016135623278593","_seoulrabaya"
"1829451692326137895","Sat Aug 31 23:16:59 +0000 2024","0","@READBUKU Fufufafa kak","1830021999328190769","","READBUKU","in","","0","0","0","https://x.com/pastibisaaa_/status/1830021999328190769","1252434807029547011","pastibisaaa_"
"1829816097698455635","Sat Aug 31 23:16:54 +0000 2024","0","@lescorts__ kalo begini buzzernya gmn counternya? tapi kalo ada buzzernya berarti ketauan banget ini kalo dia emang si fufufafa","1830021980172796215","","lescorts__","in","","0","0","0","https://x.com/kentangsbeing/status/1830021980172796215","1292330953046556674","kentangsbeing"
"1829868900701655328","Sat Aug 31 23:16:52 +0000 2024","0","@_mardial_ Andrew Darwis Pendiri Kaskus Ungkap Alasan Sulit Lacak Identitas Pemilik Akun Lawas Fufufafa https://t.co/vVhDgzIsn2","1830021970660114640","","_mardial_","in","","0","0","0","https://x.com/hengponjaduul/status/1830021970660114640","1800178104188764160","hengponjaduul"
"1830021896995553563","Sat Aug 31 23:16:35 +0000 2024","0","Pagi-pagi kaget yang trending apa ini fufufafa-rkgbrn ","1830021896995553563","","","in","Indonesia","0","0","0","https://x.com/SinchanTypo/status/1830021896995553563","1247698691751677963","SinchanTypo"
"1830021892658643176","Sat Aug 31 23:16:34 +0000 2024","0","Selamat pagi pak MULYONO dan mas FUFUFAFA . semoga modolnya seret.","1830021892658643176","","","in","safar. ","0","0","0","https://x.com/siabay/status/1830021892658643176","126880310","siabay"
"1830021599170609649","Sat Aug 31 23:15:24 +0000 2024","1","Takut banget kalo beneran ni akun si fufufafa. Cabul bgt otaknya ","1830021599170609649","","","in","","0","0","0","https://x.com/Tiaratweet1/status/1830021599170609649","1291748999788077059","Tiaratweet1"
"1829893735053758602","Sat Aug 31 23:15:19 +0000 2024","6","@MPrimbon @PasTIGAma2024 @detikcom Pemimpin itu cerminan rakyatnya kalo fufufafa jd pemimpin yaa artinya mayoritas masyarakatnya kualitasnya sama spt fufufafa.","1830021581525172466","","MPrimbon","in","","0","1","0","https://x.com/selaluintrovert/status/1830021581525172466","1436187143412412424","selaluintrovert"
"1830021512843444445","Sat Aug 31 23:15:03 +0000 2024","0","BARBAR77 situs slot online dengan kemenangan paling brutal!!! Di BARBAR77 RTP-nya 99% Akurat Info JP-nya Barbar WD-nya BRUTAL!!! Yang mau jadi crazy rich brutal langsung aja daftar &amp; main di BARBAR77!!! https://t.co/9fRZw3CXkh #MimpiIndah #SekaliLagi #Fufufafa https://t.co/dW4jCQGrU8","1830021512843444445","https://pbs.twimg.com/media/GWWKGsfbQAEzQyZ.jpg","","in","","0","0","0","https://x.com/barbar77ultra/status/1830021512843444445","1812921386622676992","barbar77ultra"
"1830021388079677453","Sat Aug 31 23:14:33 +0000 2024","0","gue penasaran bgt sama yang pertama kali nemu akun kaskus fufufafa secara kan itu udah berapa tahun yang lalu ko bisa aja nemu ","1830021388079677453","","","in","","0","0","0","https://x.com/hirukahere/status/1830021388079677453","1462416219189833733","hirukahere"
"1829905250507211172","Sat Aug 31 23:13:03 +0000 2024","0","@are_inismyname @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @IrawanRommi @DarekaRendy @Kimberley_PS08 @99propaganda @florieliciouss @AndreasSolusi @zy_zy_lestary Kata bowo ramalannya kebanyakan bener so 2030 negeri ini akan bubar... salam fufufafa dari pantai indah koplo...","1830021011246629210","","are_inismyname","in","Home Gardens, CA","0","0","0","https://x.com/greydeka/status/1830021011246629210","103222874","greydeka"
"1829813882866585797","Sat Aug 31 23:10:45 +0000 2024","0","@democrazymedia Percaya dah bentar lg ada berita ngabarin : breaking news! Pemilik akun fufufafa yg menghina presiden terpilih ditangkap oleh isilop! tinggal cari kambing hitam ajaaa ","1830020429031096454","","democrazymedia","in","","0","0","0","https://x.com/sheilaaziza_/status/1830020429031096454","1744287414397579264","sheilaaziza_"
"1830020231475134971","Sat Aug 31 23:09:57 +0000 2024","694","Sosok Gubernur Jabar yang akan menjadi Gubernur DKI. Dayeuh Kolot terendam banjir hingga 2 bulan? Tapi akan sulap Jakarta Utara serupa Dubai. keren kan?? ---- Pertalite Fufufafa Jepang Ahok https://t.co/PrEQncfcc6 https://t.co/E5yvzYlUJN","1830020231475134971","https://pbs.twimg.com/ext_tw_video_thumb/1830020083852460036/pu/img/a3qUBoWU8H9HCt3g.jpg","","in","","11","78","306","https://x.com/_riverheaven/status/1830020231475134971","975389335775199232","_riverheaven"
"1830020078265647140","Sat Aug 31 23:09:21 +0000 2024","0","CARI TAMBAHAN CUAN DI AKHIR BULAN SLOT GACOR DEPOSIT 10RB SUDAH BISA UNTUNG Langsung JOIN di https://t.co/HUQ3wbtQ2Y Malam Minggu Kaka Boss Tidur #MimpiIndah fufufafa EH KOCAK https://t.co/CMhkeESifU","1830020078265647140","https://pbs.twimg.com/media/GWWJUOYbsAA_-Wq.jpg","","in","jakarta","0","0","0","https://x.com/kobe4dofficial/status/1830020078265647140","1813333432023572480","kobe4dofficial"
"1829780429790199904","Sat Aug 31 23:08:46 +0000 2024","0","@idwiki Kalo fufufafa apa y","1830019932089958406","","idwiki","in","","0","0","0","https://x.com/impact0rr/status/1830019932089958406","1427316097003364375","impact0rr"
"1830019640791375945","Sat Aug 31 23:07:37 +0000 2024","0","Malam Minggu Kaka Boss Fufufafa EH KOCAK Pertalite PAHAM LU #MimpiIndah #RIIZINGDAYinJakarta https://t.co/7kgGGtTqhl","1830019640791375945","https://pbs.twimg.com/media/GWWJKIsbQAMy-5c.jpg","","in","","0","0","0","https://x.com/MHTGLLL125/status/1830019640791375945","1820569524577714176","MHTGLLL125"
"1830019496742150410","Sat Aug 31 23:07:02 +0000 2024","12","Menhub Budi Karya Sumadi mengatakan bahwa Bandara Ibu Kota Negara Nusantara (IKN) yang saat ini dalam proses pembangunan tidak hanya akan melayani tamu penting atau very very important person (VVIP) Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/5g9Bbm8yit","1830019496742150410","https://pbs.twimg.com/media/GWWJCLaWMAIiRQ3.jpg","","in","","0","5","11","https://x.com/Nidyna10/status/1830019496742150410","1710309382293004288","Nidyna10"
"1829893735053758602","Sat Aug 31 23:06:54 +0000 2024","0","@detikcom Pak @prabowo fufufafa lebih parah pak","1830019461023482042","","detikcom","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/mmjenaa/status/1830019461023482042","1749808628931203072","mmjenaa"
"1829853055954927642","Sat Aug 31 23:06:01 +0000 2024","1","@am_hafs @illsurrekhsun Agak beda pak ini lebih sederhana cuma jaringan akun dari 1 username fufufafa. Nah masalahnya fufufafa yg di semua app itu orang yg sama atau beda dan apakah diagram ini bisa menjawab itu?","1830019241246073149","","am_hafs","in","Yogyakarta, Indonesia","0","1","0","https://x.com/indasahkurnia/status/1830019241246073149","514385595","indasahkurnia"
"1829884994099298801","Sat Aug 31 23:05:35 +0000 2024","71","@5teV3n_Pe9eL @liputan6dotcom Mulyono : fufufafa adalah agenku yg aku susupkan di pemerintahanmu.","1830019129308561573","","5teV3n_Pe9eL","in","Tangerang, Indonesia","1","0","4","https://x.com/Kalibrasi100/status/1830019129308561573","1604632475560734720","Kalibrasi100"
"1830017086372135324","Sat Aug 31 23:05:22 +0000 2024","3","GiulianoGnarly? Fufufafa? Semoga karier Giuliano lebih baik dari Gianluca. Bahkan kalau bisa melebihi Giovanni ","1830019075436921193","","LaLigaLocaID","in","","0","2","0","https://x.com/LaLigaLocaID/status/1830019075436921193","1272940808497508354","LaLigaLocaID"
"1830018950559908294","Sat Aug 31 23:04:52 +0000 2024","12","Deputi Bidang Sarana dan Prasarana OIKN Silvia Halim mengatakan strategi pembangunan IKN diawali proses identifikasi potensi bencana akibat perubahan iklim. Salah satu parameternya adalah melalui penggunaan Ahok Kaka Boss #FonsecaOut Jepang Purwokerto Pertalite Fufufafa https://t.co/ZujLUCERst","1830018950559908294","https://pbs.twimg.com/media/GWWIiWcbQAEnuoe.jpg","","in","","2","4","10","https://x.com/Nidyna10/status/1830018950559908294","1710309382293004288","Nidyna10"
"1829910317935304945","Sat Aug 31 23:04:52 +0000 2024","1","@StefanAntonio__ @Billy_aprianto @gibran_tweet Ketawa geli baca twit lama fufufafa 2014 Mascuk persis seperti itu bila ada yg Brani nyenggol2 Pakdhe Mekmekmek Sayangnya Mascuk bukan Wapres jd ga perlu binun binun apus2in twit","1830018950148874646","","StefanAntonio__","in","𝐆𝐮𝐠𝐞𝐥 𝐌𝐞𝐩","0","0","0","https://x.com/Pin_____CuX/status/1830018950148874646","993114371692769280","Pin_____CuX"
"1829725843599606018","Sat Aug 31 23:04:45 +0000 2024","0","@ainunnajib Oh Pak @prabowo orang tua mana yang anaknya tidak sedih anaknya dihina dan dibully sedemikian rupa seperti yang dilakukan oleh fufufafa. Setiap orang tua pasti merasa SEDIH. ","1830018920058945610","","ainunnajib","in","","0","0","0","https://x.com/meinaret/status/1830018920058945610","466627404","meinaret"
"1829884994099298801","Sat Aug 31 23:04:22 +0000 2024","4","@liputan6dotcom Mulyono : fufufafa adalah agenku yg aku susupkan 5 tahun kedepan.","1830018825645076815","","liputan6dotcom","in","Tangerang, Indonesia","0","0","0","https://x.com/Kalibrasi100/status/1830018825645076815","1604632475560734720","Kalibrasi100"
"1829816097698455635","Sat Aug 31 23:03:58 +0000 2024","0","@BattlerUshiro67 @false10s @lescorts__ bisa aja bang tp kalo menurut gw susah mau nyari martir soalnya begitu dia ngaku sbg fufufafa bisa dijerat penghinaan thdp PS pdhl beliau org no.1 terpilih. trus yg bisa dipidanakan G yg langsung menyebut nama lengkap dan tuduhan itupun kalo postingan fufufafa emg melanggar.","1830018724201693337","","BattlerUshiro67","in","not in your mind","0","0","0","https://x.com/ronzzykevin/status/1830018724201693337","1267460894021152769","ronzzykevin"
"1829890423143436622","Sat Aug 31 23:03:48 +0000 2024","7","@JavvAvgvste @Sniffing_Lead @BudiBukanIntel Iya dipantau ini sm fufufafa. Salah bgt","1830018681054929378","","JavvAvgvste","in","","0","0","0","https://x.com/heyheyhters/status/1830018681054929378","1250278312259121161","heyheyhters"
